name_last,name_first,position,country,height_in,weight_lb,from_year,to_year
Edwards,Carsen,G,USA,71,200,2019,2021
Edwards,Corsley,F,USA,81,275,2002,2004
Edwards,Doug,F,USA,79,235,1993,1995
Edwards,Franklin,G,USA,73,170,1981,1987
Edwards,James,C,USA,85,252,1977,1995
Edwards,Jay,F,USA,76,185,1989,1989
Edwards,John,C,USA,84,275,2004,2005
Edwards,Kessler,F,USA,79,203,2021,2022
Edwards,Kevin,G,USA,75,210,1988,2000
Edwards,Rob,G,USA,77,205,2021,2021
Edwards,Vincent,F,USA,80,225,2018,2018
Egan,Johnny,G,USA,72,180,1961,1971
Eggleston,Lonnie,G,USA,72,170,1948,1948
Ehlers,Eddie,G,USA,75,198,1947,1948
Ehlo,Craig,G,USA,79,205,1983,1996
Eichhorst,Dick,G,USA,75,200,1961,1961
Eisley,Howard,G,USA,74,185,1994,2005
Ekezie,Obinna,F-C,Nigeria,81,270,1999,2004
El-Amin,Khalid,G,USA,70,200,2000,2002
Eliason,Don,F,USA,74,210,1946,1946
Elie,Mario,G-F,USA,77,225,1990,2000
Elleby,CJ,F-G,USA,78,200,2020,2021
Ellefson,Ray,C,USA,80,230,1948,1950
Ellenson,Henry,F,USA,83,245,2016,2020
Ellington,Wayne,G,USA,76,207,2009,2021
Elliott,Bob,C,USA,81,225,1978,1980
Elliott,Sean,F,USA,80,220,1989,2000
Ellis,Alexander,F,USA,77,185,1958,1959
Ellis,Bo,F,USA,81,197,1977,1979
Ellis,Dale,G-F,USA,79,215,1983,1999
Ellis,Harold,F-G,USA,77,220,1993,1997
Ellis,Joe,F,USA,78,175,1966,1973
Ellis,Keon,G,USA,75,175,2022,2022
Ellis,LaPhonso,F,USA,80,240,1992,2002
Ellis,LeRon,C,USA,81,225,1991,1995
Ellis,Leroy,F,USA,83,210,1962,1975
Ellis,Monta,G,USA,75,185,2005,2016
Ellison,Pervis,C-F,USA,82,235,1989,2000
Elmore,Len,C,USA,82,220,1976,1983
Elson,Francisco,C-F,Netherlands,84,240,2003,2011
Elston,Darrell,G,USA,75,190,1976,1976
Ely,Melvin,C-F,USA,82,260,2002,2013
Embiid,Joel,C-F,Cameroon,84,280,2014,2022
Embry,Wayne,C,USA,80,240,1958,1968
Emmett,Andre,G,USA,77,230,2004,2011
Endress,Ned,F,USA,74,200,1946,1946
Engler,Chris,C,USA,83,245,1982,1987
Englestad,Wayne,F,USA,80,245,1988,1988
English,A.J.,G,USA,75,175,1990,1991
English,Alex,F,USA,80,190,1976,1990
English,Claude,G,USA,76,185,1970,1970
English,Jojo,G,USA,76,195,1992,1994
English,Kim,G,USA,78,200,2012,2012
English,Scott,F,USA,78,205,1972,1972
Englund,Gene,F,USA,76,205,1949,1949
Ennis,Tyler,G,Canada,75,194,2014,2017
Ennis III,James,F,USA,78,215,2014,2021
Epps,Ray,F,USA,78,195,1978,1978
Erden,Semih,C,Turkey,84,240,2010,2011
Erias,Bo,F,USA,75,220,1957,1957
Erickson,Keith,F,USA,77,195,1965,1976
Erving,Julius,F,USA,79,200,1976,1986
Eschmeyer,Evan,C,USA,83,250,1999,2003
Esposito,Vincenzo,G,Italy,75,198,1995,1995
Eubanks,Drew,F-C,USA,82,245,2018,2022
Evans,Bob,G,USA,74,175,1949,1949
Evans,Brian,F,USA,80,220,1996,1998
Evans,Earl,F,USA,80,202,1979,1979
Evans,Jacob,G-F,USA,76,210,2018,2019
Evans,Jawun,G,USA,72,190,2017,2018
Evans,Jeremy,F,USA,81,200,2010,2017
Evans,Maurice,G-F,USA,77,220,2001,2011
Evans,Mike,G,USA,73,170,1979,1987
Evans,Reggie,C-F,USA,80,245,2002,2014
Evans,Tyreke,G-F,USA,78,220,2009,2018
Ewing,Daniel,G,USA,75,185,2005,2006
Ewing,Patrick,C,Jamaica,84,255,1985,2001
Ewing,Patrick,F,USA,80,235,2010,2010
Exum,Dante,G,Australia,77,214,2014,2020
Eyenga,Christian,F,Congo,79,210,2010,2011
Ezeli,Festus,C,Nigeria,83,265,2012,2016
Ezersky,Johnny,F-G,USA,75,175,1947,1949
Fabel,Joe,F,USA,73,190,1946,1946
Fairchild,John,F,USA,79,205,1965,1965
Fall,Tacko,C,Senegal,89,311,2019,2021
Farbman,Phil,F,USA,73,185,1948,1948
Faried,Kenneth,F-C,USA,80,220,2011,2018
Farley,Dick,G,USA,76,190,1954,1958
Farmar,Jordan,G,USA,74,180,2006,2016
Farmer,Desmon,G,USA,77,220,2006,2008
Farmer,Jim,F,USA,76,190,1987,1993
Farmer,Mike,F,USA,79,210,1958,1965
Farmer,Tony,F,USA,81,244,1997,1999
Faught,Bob,F,USA,77,185,1946,1946
Faverani,Vitor,C,Brazil,83,260,2013,2013
Favors,Derrick,F,USA,81,265,2010,2021
Fazekas,Nick,F,USA,83,235,2007,2007
Fedor,Dave,F,USA,78,190,1962,1962
Feerick,Bob,G,USA,75,190,1946,1949
Feher,Butch,G,USA,76,185,1976,1976
Feick,Jamie,F,USA,80,255,1996,2002
Feiereisel,Ron,G,USA,75,185,1955,1955
Feigenbaum,George,G,USA,73,185,1949,1952
Feitl,Dave,C,USA,83,235,1986,1991
Felder,Kay,G,USA,69,176,2016,2017
Felicio,Cristiano,F-C,Brazil,83,270,2015,2020
Felix,Carrick,G-F,USA,78,201,2013,2013
Felix,Noel,F,USA,81,225,2005,2005
Felix,Ray,C,USA,83,220,1953,1961
Felton,Raymond,G,USA,73,205,2005,2018
Fendley,Jake,G,USA,72,180,1951,1952
Fenley,Bill,F,USA,75,190,1946,1946
Ferguson,Desmond,F,USA,79,210,2003,2003
Ferguson,Terrance,G,USA,78,190,2017,2020
Fernandez,Rudy,G,Spain,78,185,2008,2011
Fernando,Bruno,F-C,Angola,82,240,2019,2022
Fernsten,Eric,C,USA,82,205,1975,1983
Ferrari,Al,G,USA,76,190,1955,1962
Ferreira,Rolando,F,USA,85,240,1988,1988
Ferrell,Duane,F,USA,79,215,1988,1998
Ferrell,Yogi,G,USA,72,178,2016,2020
Ferrin,Arnie,F,USA,76,180,1948,1950
Ferry,Bob,C,USA,80,230,1959,1968
Ferry,Danny,F,USA,82,235,1990,2002
Fesenko,Kyrylo,C,Ukraine,85,280,2007,2011
Fields,Kenny,F,USA,77,220,1984,1987
Fields,Landry,G-F,USA,79,215,2010,2014
Filipek,Ron,F,USA,77,205,1967,1967
Fillmore,Greg,C,USA,85,240,1970,1971
Finkel,Hank,C,USA,84,240,1966,1974
Finley,Michael,G-F,USA,79,225,1995,2009
Finn,Danny,G,USA,73,185,1952,1954
Finney-Smith,Dorian,F,USA,79,220,2016,2022
Fish,Matt,C,USA,83,265,1994,1996
Fisher,Derek,G,USA,73,210,1996,2013
Fitch,Gerald,G,USA,75,188,2005,2005
Fitts,Malik,F,USA,77,230,2020,2021
Fitzgerald,Bob,F,USA,77,190,1946,1948
Fitzgerald,Dick,F,USA,74,175,1946,1947
Fizer,Marcus,F,USA,80,260,2000,2005
Fleishman,Jerry,G,USA,74,190,1946,1952
Fleming,Al,F,USA,79,215,1977,1977
Fleming,Ed,G,USA,75,189,1955,1959
Fleming,Vern,G,USA,77,185,1984,1995
Flores,Luis,G,USA,74,195,2004,2004
Flowers,Bruce,F,USA,80,225,1982,1982
Floyd,Sleepy,G,USA,75,170,1982,1994
Flynn,Jonny,G,USA,72,185,2009,2011
Flynn,Malachi,G,USA,73,175,2020,2022
Flynn,Mike,G,USA,74,180,1976,1977
Fogle,Larry,G,USA,77,205,1975,1975
Foley,Jack,F,USA,75,170,1962,1962
Fontaine,Levi,G,USA,76,190,1970,1970
Fontecchio,Simone,F,Italy,79,209,2022,2022
Foote,Jeff,C-F,USA,84,265,2011,2011
Forbes,Bryn,G,USA,74,205,2016,2022
Forbes,Gary,F,Panama,79,220,2010,2011
Ford,Aleem,F,USA,80,220,2021,2021
Ford,Alphonso,F,USA,73,190,1993,1994
Ford,Alton,F,USA,81,280,2001,2003
Ford,Chris,G,USA,77,190,1972,1981
Ford,Don,F,USA,81,215,1975,1981
Ford,Jake,G,USA,75,180,1970,1971
Ford,Phil,G,USA,74,175,1978,1984
Ford,Sharrod,F,USA,81,235,2005,2005
Ford,Sherell,F,USA,79,210,1995,1995
Ford,T.J.,G,USA,72,165,2003,2011
Forman,Donnie,G,USA,70,175,1948,1948
Forrest,Bayard,C,USA,82,235,1977,1978
Forrest,Trent,G,USA,76,210,2020,2022
Forte,Joseph,G,USA,76,194,2001,2002
Fortson,Courtney,G,USA,71,185,2011,2011
Fortson,Danny,C-F,USA,80,260,1997,2006
Foster,Fred,F,USA,77,210,1968,1976
Foster,Greg,C,USA,83,250,1990,2002
Foster,Jeff,F-C,USA,83,250,1999,2011
Foster,Rod,G,USA,73,160,1983,1985
Foster Jr.,Michael,F,USA,80,250,2022,2022
Fotsis,Antonis,F,Greece,82,219,2001,2001
Fournier,Evan,G-F,France,78,205,2012,2022
Foust,Larry,C,USA,81,215,1950,1961
Fowler,Jerry,C,USA,79,230,1951,1951
Fowlkes,Tremaine,F,USA,78,212,2001,2004
Fox,De'Aaron,G,USA,75,185,2017,2022
Fox,Harold,G,USA,74,175,1972,1972
Fox,Jim,C,USA,82,230,1967,1976
Fox,Rick,F,Canada,79,235,1991,2003
Foye,Randy,G,USA,76,218,2006,2016
Foyle,Adonal,C,St. Vincent & Grenadines,82,270,1997,2009
Frahm,Richie,G,USA,77,210,2002,2007
Francis,Steve,G,USA,75,210,1999,2007
Frank,Tellis,F,USA,82,225,1987,1993
Frankel,Nat,F,USA,72,195,1946,1946
Franklin,Jamaal,G,USA,77,191,2013,2014
Franks,Robert,F,USA,79,225,2020,2020
Frazier,Tim,G,USA,72,170,2014,2021
Frazier,Walt,G,USA,76,200,1967,1979
Frazier,Will,F,USA,79,210,1965,1965
Frazier II,Michael,G,USA,75,200,2018,2019
Frazier Jr.,Melvin,G-F,USA,77,215,2018,2021
Frederick,Anthony,F,USA,79,205,1988,1991
Fredette,Jimmer,G,USA,74,195,2011,2018
Free,World,G,USA,75,185,1975,1987
Freedom,Enes,C,Turkey,82,250,2011,2021
Freeland,Joel,C-F,United Kingdom,82,225,2012,2014
Freeman,Donnie,G,USA,75,185,1975,1975
Freeman,Gary,F,USA,81,210,1970,1970
Freeman,Rod,F,USA,79,225,1973,1973
Freije,Matt,F,USA,81,249,2004,2006
Frey,Frido,F,USA,74,195,1946,1946
Friend,Larry,G,USA,76,185,1957,1957
Frink,Pat,G,USA,76,195,1968,1968
Fritsche,Jim,C,USA,80,210,1953,1954
Frye,Channing,F-C,USA,84,255,2005,2018
Fryer,Bernie,G,USA,75,185,1973,1974
Fucarino,Frank,F,USA,74,175,1946,1946
Fuetsch,Herm,G,USA,72,170,1947,1947
Fulks,Joe,F,USA,77,190,1946,1953
Fuller,Hiram,F,USA,81,240,2003,2003
Fuller,Todd,C,USA,83,255,1996,2000
Fuller,Tony,G,USA,76,180,1980,1980
Fultz,Markelle,G,USA,76,209,2017,2022
Funderburke,Lawrence,F,USA,81,230,1997,2004
Furlow,Terry,G,USA,77,190,1976,1979
Gabor,Billy,G,USA,71,170,1949,1954
Gabriel,Wenyen,F,South Sudan,81,205,2018,2022
Gadzuric,Dan,C,Netherlands,83,240,2002,2011
Gaffney,Tony,F,USA,80,205,2009,2009
Gafford,Daniel,F-C,USA,82,234,2019,2022
Gai,Deng,F,South Sudan,81,250,2005,2005
Gaines,Corey,G,USA,75,195,1988,1994
Gaines,Reece,G,USA,78,205,2003,2005
Gaines,Sundiata,G,USA,73,200,2009,2011
Gale,Mike,G,USA,76,185,1976,1981
Gallagher,Chad,C,USA,82,255,1993,1993
Gallatin,Harry,F,USA,78,210,1948,1957
Gallinari,Danilo,F,Italy,82,236,2008,2022
Galloway,Langston,G,USA,73,200,2014,2021
Gambee,Dave,F,USA,78,215,1958,1969
Gamble,Kevin,G-F,USA,78,225,1987,1996
Gantt,Bob,F,USA,76,205,1946,1946
Garbajosa,Jorge,F,Spain,81,245,2006,2007
Garcia,Alex,G-F,Brazil,75,195,2003,2004
Garcia,Francisco,G-F,Dominican Republic,79,195,2005,2014
Gardner,Earl,F,USA,75,195,1948,1948
Gardner,Thomas,G,USA,77,225,2007,2008
Gardner,Vern,C,USA,77,200,1949,1951
Garfinkel,Jack,G,USA,72,190,1946,1948
Garino,Patricio,G-F,Argentina,78,203,2016,2016
Garland,Darius,G,USA,73,192,2019,2022
Garland,Gary,G,USA,76,180,1979,1979
Garland,Winston,G,USA,74,170,1987,1994
Garmaker,Dick,G,USA,75,200,1955,1960
Garner,Chris,G,USA,70,156,1997,2000
Garnett,Bill,F,USA,81,225,1982,1985
Garnett,Kevin,F,USA,83,240,1995,2015
Garnett,Marlon,G,USA,74,186,1998,1998
Garrett,Billy,G-F,USA,78,215,2018,2018
Garrett,Calvin,F,USA,79,190,1980,1983
Garrett,Dean,C,USA,83,250,1996,2001
Garrett,Diante,G,USA,76,190,2012,2013
Garrett,Eldo,G,USA,75,185,1969,1973
Garrett,Marcus,G,USA,77,205,2021,2021
Garrett,Rowland,F,USA,78,210,1972,1976
Garrick,Tom,G,USA,74,185,1988,1991
Garris,John,F,USA,80,205,1983,1983
Garris,Kiwane,G,USA,74,183,1997,2002
Garrity,Pat,F,USA,81,238,1998,2007
Garuba,Usman,F,Spain,80,229,2021,2022
Garvin,Jim,F,USA,79,200,1973,1973
Garza,Luka,C,USA,82,243,2021,2022
Gasol,Marc,C,Spain,83,255,2008,2020
Gasol,Pau,C-F,Spain,84,250,2001,2018
Gates,Frank,G,USA,72,160,1949,1949
Gatling,Chris,C-F,USA,82,230,1991,2001
Gattison,Kenny,F,USA,80,225,1986,1995
Gay,Rudy,F-G,USA,80,250,2006,2022
Gayda,Ed,G,USA,76,210,1950,1950
Gaze,Andrew,F,USA,79,205,1993,1998
Gbinije,Michael,G-F,USA,79,200,2016,2016
Geary,Reggie,G,USA,74,187,1996,1997
Gee,Alonzo,F,USA,78,225,2009,2016
Geiger,Matt,C,USA,85,248,1992,2001
Gelabale,Mickael,F,France,79,215,2006,2012
George,Devean,F,USA,80,235,1999,2009
George,Jack,G,USA,75,190,1953,1960
George,Paul,F,USA,80,220,2010,2022
George,Tate,G,USA,77,190,1990,1994
Georges-Hunt,Marcus,G,USA,77,226,2016,2017
Gerard,Gus,F,USA,80,200,1976,1980
Gervin,Derrick,F,USA,80,200,1989,1990
Gervin,George,G,USA,79,180,1976,1985
Getchell,Gorham,C,USA,76,205,1946,1946
Gianelli,John,C,USA,82,220,1972,1979
Gibbs,Dick,F,USA,77,210,1971,1975
Gibson,Daniel,G,USA,74,200,2006,2012
Gibson,Dee,G,USA,71,175,1949,1949
Gibson,Jonathan,G,USA,74,185,2016,2018
Gibson,Mel,G,USA,75,180,1963,1963
Gibson,Mike,F,USA,82,205,1983,1985
Gibson,Taj,F,USA,81,232,2009,2022
Giddens,J.R.,G,USA,77,215,2008,2009
Giddey,Josh,G,Australia,80,216,2021,2022
Gilder,Trey,F,USA,81,205,2009,2009
Giles III,Harry,F-C,USA,83,240,2017,2020
Gilgeous-Alexander,Shai,G,Canada,78,195,2018,2022
Gill,Anthony,F,USA,80,230,2020,2022
Gill,Eddie,G,USA,72,190,2000,2008
Gill,Kendall,G,USA,77,216,1990,2004
Gillery,Ben,C,USA,84,235,1988,1988
Gillespie,Collin,G,USA,73,195,2022,2022
Gillespie,Freddie,F,USA,81,245,2020,2021
Gilliam,Armen,F,USA,81,260,1987,1999
Gilliam,Herm,G,USA,75,190,1969,1976
Gilmore,Artis,C,USA,86,240,1976,1987
Gilmore,Walt,F,USA,78,225,1970,1970
Gilmur,Chuck,F,USA,76,225,1946,1950
Gilyard,Jacob,G,USA,69,160,2022,2022
Ginobili,Manu,G,Argentina,78,205,2002,2017
Giricek,Gordan,G,Croatia,78,220,2002,2007
Givens,Jack,F,USA,77,205,1978,1979
Gladness,Mickell,C,USA,83,220,2011,2011
Glamack,George,C,USA,78,225,1948,1948
Glass,Gerald,F,USA,77,221,1990,1995
Glenn,Mike,G,USA,74,175,1977,1986
Glick,Norman,F,USA,78,190,1949,1949
Glouchkov,Georgi,F,Bulgaria,80,235,1985,1985
Glover,Clarence,F,USA,80,210,1971,1971
Glover,Dion,G,USA,77,225,1999,2004
Glyniadakis,Andreas,C,Greece,85,280,2006,2006
Gminski,Mike,C,USA,83,250,1980,1993
Gobert,Rudy,C,France,85,258,2013,2022
Godfread,Dan,F,USA,82,250,1990,1991
Gola,Tom,G,USA,78,205,1955,1965
Goldfaden,Ben,F,USA,73,185,1946,1946
Goldwire,Anthony,G,USA,74,182,1995,2005
Gomes,Ryan,F,USA,79,245,2005,2013
Gondrezick,Glen,F,USA,78,218,1977,1982
Gondrezick,Grant,G,USA,77,205,1986,1988
Gooden,Drew,F,USA,82,250,2002,2015
Goodrich,Gail,G,USA,73,170,1965,1978
Goodrich,Steve,C,USA,82,220,2000,2002
Goodwin,Archie,G,USA,77,205,2013,2016
Goodwin,Brandon,G,USA,72,180,2018,2021
Goodwin,Jordan,G,USA,75,200,2021,2022
Goodwin,Wilfred,F,USA,74,203,1946,1947
Gordon,Aaron,F,USA,80,235,2014,2022
Gordon,Ben,G,USA,75,205,2004,2014
Gordon,Drew,C-F,USA,81,245,2014,2014
Gordon,Eric,G,USA,75,215,2008,2022
Gordon,Lancaster,G,USA,75,185,1984,1987
Gordon,Paul,F,USA,75,185,1949,1949
Gortat,Marcin,C,Poland,83,240,2007,2018
Gottlieb,Leo,G,USA,71,180,1946,1947
Goudelock,Andrew,G,USA,75,200,2011,2015
Govedarica,Bato,G,USA,71,185,1953,1953
Graboski,Joe,F,USA,80,195,1948,1961
Grace,Ricky,G,USA,73,180,1993,1993
Graham,Devonte',G,USA,73,195,2018,2022
Graham,Greg,G,USA,76,182,1993,1997
Graham,Joey,F,USA,79,230,2005,2010
Graham,Mal,G,USA,73,185,1967,1968
Graham,Orlando,F,USA,80,220,1988,1988
Graham,Paul,G,USA,78,200,1991,1993
Graham,Stephen,G-F,USA,78,215,2005,2010
Graham,Treveon,G-F,USA,77,219,2016,2019
Grandholm,Jim,C,USA,84,235,1990,1990
Grandison,Ronnie,F,USA,78,220,1988,1995
Granger,Danny,F-G,USA,81,222,2005,2014
Granger,Stewart,G,USA,75,190,1983,1986
Grant,Brian,F-C,USA,81,254,1994,2005
Grant,Bud,F,USA,75,195,1949,1950
Grant,Gary,G,USA,75,185,1988,2000
Grant,Greg,G,USA,67,140,1989,1995
Grant,Harvey,F,USA,81,225,1988,1998
Grant,Horace,C,USA,82,245,1987,2003
Grant,Jerami,F,USA,80,210,2014,2022
Grant,Jerian,G,USA,76,198,2015,2019
Grant,Josh,F,USA,81,223,1993,1993
Grant,Paul,C,USA,84,245,1998,2003
Grant,Travis,F,USA,79,215,1972,1973
Grantham,Donte,F,USA,80,215,2018,2018
Grate,Don,G,USA,74,185,1949,1949
Graves,Butch,F,USA,75,200,1984,1984
Gravett,Hassani,G,USA,74,187,2021,2021
Gray,Aaron,C,USA,84,270,2007,2013
Gray,Devin,F,USA,79,240,1996,1999
Gray,Ed,G,USA,75,210,1997,1998
Gray,Evric,F,USA,79,235,1996,1996
Gray,Gary,G,USA,73,185,1967,1967
Gray,Josh,G,USA,72,180,2017,2019
Gray,Leonard,F,USA,80,240,1974,1976
Gray,RaiQuan,F,USA,79,269,2022,2022
Gray,Stuart,C,USA,84,235,1984,1990
Gray,Sylvester,F,USA,78,230,1988,1988
Gray,Wyndol,G,USA,73,175,1946,1947
Grayer,Jeff,G,USA,77,210,1988,1997
Greacen,Bob,F,USA,79,206,1969,1970
Green,A.C.,F,USA,81,225,1985,2000
Green,AJ,G,USA,77,190,2022,2022
Green,Danny,G,USA,78,215,2009,2022
Green,Devin,G-F,USA,79,212,2005,2005
Green,Draymond,F,USA,78,230,2012,2022
Green,Erick,G,USA,76,185,2014,2015
Green,Gerald,G-F,USA,79,205,2005,2018
Green,JaMychal,F-C,USA,81,227,2014,2022
Green,Jalen,G,USA,76,186,2021,2022
Green,Javonte,G,USA,77,205,2019,2022
Green,Jeff,F,USA,80,235,2007,2022
Green,Johnny,F,USA,77,200,1959,1972
Green,Josh,G,Australia,79,200,2020,2022
Green,Ken,F,USA,80,215,1985,1985
Green,Kenny,G,USA,78,210,1985,1986
Green,Lamar,F,USA,79,210,1969,1974
Green,Litterial,G,USA,73,195,1992,1998
Green,Luther,F,USA,79,190,1972,1972
Green,Mike,C,USA,82,200,1976,1979
Green,Rickey,G,USA,72,170,1977,1991
Green,Sean,G,USA,77,210,1991,1993
Green,Si,G,USA,74,185,1956,1965
Green,Sidney,F,USA,81,220,1983,1992
Green,Steve,F,USA,79,220,1976,1978
Green,Taurean,G,USA,72,177,2007,2007
Green,Tommy,G,USA,74,185,1978,1978
Green,Willie,G,USA,75,205,2003,2014
Greene,Donte,F,USA,83,226,2008,2012
Greene,Orien,G,USA,76,208,2005,2010
Greenspan,Jerry,F,USA,77,195,1963,1964
Greenwood,David,F,USA,81,222,1979,1990
Greer,Hal,G,USA,74,175,1958,1972
Greer,Lynn,G,USA,74,175,2006,2006
Gregor,Gary,F,USA,79,225,1968,1972
Gregory,Claude,F,USA,80,205,1985,1987
Greig,John,F,USA,79,215,1982,1982
Grekin,Norm,F,USA,77,180,1953,1953
Grevey,Kevin,G,USA,77,210,1975,1984
Griffin,AJ,F,USA,78,220,2022,2022
Griffin,Adrian,G-F,USA,77,230,1999,2007
Griffin,Blake,F,USA,81,250,2009,2022
Griffin,Eddie,C,USA,82,240,2001,2006
Griffin,Greg,F,USA,79,190,1977,1977
Griffin,Paul,F,USA,81,205,1976,1982
Griffin,Taylor,F,USA,79,238,2009,2009
Griffith,Darrell,G,USA,76,190,1980,1990
Grigsby,Chuck,G,USA,77,190,1954,1954
Grimes,Quentin,G,USA,77,210,2021,2022
Grimm,Derek,F,USA,81,230,1997,1997
Grimshaw,George,G,USA,73,185,1946,1946
Groat,Dick,G,USA,71,180,1952,1952
Gross,Bob,F,USA,78,200,1975,1982
Grote,Jerry,G,USA,76,215,1964,1964
Groza,Alex,C,USA,79,218,1949,1950
Grundy,Anthony,G,USA,75,185,2005,2005
Grunfeld,Ernie,G,USA,78,210,1977,1985
Guarilia,Gene,F,USA,77,220,1959,1962
Gudmundsson,Petur,C,USA,86,260,1981,1988
Guduric,Marko,G,Serbia,78,201,2019,2019
Guerin,Richie,G,USA,76,195,1956,1969
Gugliotta,Tom,F,USA,82,250,1992,2004
Guibert,Andres,C,Cuba,82,225,1993,1994
Guidinger,Jay,C,USA,82,255,1992,1993
Gunther,Coulby,F,USA,76,190,1946,1948
Gunther,Dave,F,USA,79,190,1962,1962
Guokas,Matt,G,USA,78,175,1966,1975
Guokas,Matt,G,USA,75,195,1946,1946
Gutierrez,Jorge,G,Mexico,75,189,2013,2015
Guy,Kyle,G,USA,73,167,2019,2021
Guyton,A.J.,G,USA,74,185,2000,2002
Ha,Seung-Jin,C,South Korea,87,305,2004,2005
Hachimura,Rui,F,Japan,80,230,2019,2022
Hackett,Rudy,F,USA,81,210,1976,1976
Haddadi,Hamed,C,Iran,86,265,2008,2012
Haffner,Scott,G,USA,75,180,1989,1990
Hagan,Cliff,F,USA,76,210,1956,1965
Hagan,Glenn,G,USA,72,170,1981,1981
Hagans,Ashton,G-F,USA,75,190,2020,2020
Hahn,Bob,C,USA,82,240,1949,1949
Hairston,Al,G,USA,73,170,1968,1969
Hairston,Happy,F,USA,79,225,1964,1974
Hairston,Lindsay,F,USA,79,180,1975,1975
Hairston,Malik,G,USA,78,220,2008,2009
Hairston,PJ,F-G,USA,78,230,2014,2015
Haislip,Marcus,F,USA,82,230,2002,2009
Halbert,Chuck,C,USA,81,225,1946,1950
Halbrook,Harvey,C,USA,87,235,1960,1961
Hale,Bruce,G,USA,73,170,1948,1950
Haley,Jack,C,USA,82,242,1988,1997
Haliburton,Tyrese,G,USA,77,185,2020,2022
Halimon,Shaler,G,USA,77,199,1968,1971
Hall,Devon,G,USA,77,215,2019,2019
Hall,Donta,F,USA,81,229,2019,2020
Hall,Jordan,G,USA,79,215,2022,2022
Hall,Josh,F,USA,81,190,2020,2020
Hall,Mike,F,USA,80,230,2006,2006
Hall,Tyler,G,USA,76,209,2021,2021
Halliburton,Jeff,G,USA,77,193,1971,1972
Ham,Darvin,F-G,USA,79,240,1996,2004
Hamer,Steve,C,USA,84,245,1996,1996
Hamilton,Dale,G,USA,72,180,1949,1949
Hamilton,Daniel,G-F,USA,79,195,2017,2018
Hamilton,Dennis,F,USA,80,210,1967,1968
Hamilton,Jordan,G-F,USA,79,220,2011,2015
Hamilton,Justin,C,USA,84,255,2013,2016
Hamilton,Richard,G,USA,79,193,1999,2012
Hamilton,Roylee,G,USA,74,180,1979,1980
Hamilton,Steve,F,USA,78,190,1958,1959
Hamilton,Tang,F,USA,80,205,2001,2002
Hamilton,Thomas,C,USA,86,330,1995,2002
Hamilton,Zendon,C,USA,83,240,2000,2005
Hammink,Geert,F-C,Netherlands,84,262,1993,1995
Hammonds,Tom,F,USA,81,225,1989,2000
Hammons,AJ,C,USA,84,260,2016,2016
Hampton,R.J.,G,USA,76,175,2020,2022
Hancock,Darrin,F,USA,79,205,1994,1996
Handlogten,Ben,C,USA,82,240,2003,2004
Hankins,Cecil,G,USA,73,175,1946,1947
Hankinson,Phil,F,USA,80,195,1973,1974
Hannahs,Dusty,G,USA,75,210,2018,2019
Hannum,Alex,F,USA,79,210,1949,1956
Hanrahan,Don,F,USA,79,200,1952,1952
Hans,Rollen,G,USA,74,210,1953,1954
Hansbrough,Ben,G,USA,75,203,2012,2012
Hansbrough,Tyler,F,USA,81,250,2009,2015
Hansen,Bob,G,USA,78,190,1983,1991
Hansen,Glenn,G,USA,76,205,1975,1977
Hansen,Lars,C,USA,82,225,1978,1978
Hansen,Travis,G-F,USA,78,205,2003,2003
Hanson,Reggie,F,USA,80,195,1997,1997
Hanzlik,Bill,F,USA,79,185,1980,1989
Harangody,Luke,F,USA,79,245,2010,2011
Hardaway,Anfernee,G-F,USA,79,215,1993,2007
Hardaway,Tim,G,USA,72,195,1989,2002
Hardaway Jr.,Tim,G-F,USA,77,205,2013,2022
Harden,James,G,USA,77,220,2009,2022
Harding,Reggie,C,USA,84,249,1963,1967
Hardnett,Charlie,F,USA,80,225,1962,1964
Hardy,Alan,G,USA,78,195,1980,1981
Hardy,Jaden,G,USA,75,198,2022,2022
Hardy,James,F,USA,80,220,1978,1981
Hargis,John,G,USA,74,180,1949,1950
Harkless,Maurice,F-G,USA,79,220,2012,2021
Harkness,Jerry,G,USA,74,175,1963,1963
Harlicka,Skip,G,USA,73,185,1968,1968
Harmon,Jerome,G,USA,76,190,1994,1994
Harper,Derek,G,USA,76,206,1983,1998
Harper,Jared,G,USA,70,175,2019,2021
Harper,Justin,F-C,USA,82,225,2011,2016
Harper,Mike,C,USA,82,195,1980,1981
Harper,Ron,G,USA,78,215,1986,2000
Harper Jr.,Ron,F,USA,77,245,2022,2022
Harpring,Matt,F,USA,79,230,1998,2008
Harrell,Montrezl,F-C,USA,79,240,2015,2022
Harrellson,Josh,F-C,USA,82,275,2011,2013
Harrington,Adam,G,USA,77,200,2002,2002
Harrington,Al,F,USA,81,245,1998,2013
Harrington,Junior,G,USA,76,190,2002,2006
Harrington,Othella,F-C,USA,81,235,1996,2007
Harris,Art,G,USA,76,185,1968,1971
Harris,Bernie,F,USA,82,200,1974,1974
Harris,Bob,F,USA,79,195,1949,1953
Harris,Chris,G,USA,75,190,1955,1955
Harris,Devin,G,USA,75,185,2004,2018
Harris,Elias,F,Germany,80,239,2013,2013
Harris,Gary,G,USA,76,210,2014,2022
Harris,Jalen,G,USA,77,195,2020,2020
Harris,Joe,G-F,USA,78,220,2014,2022
