pop,gene,pos,generation,freq
m1,mokC,16972,35500,1.0
m1,mokC,16972,36000,1.0
m1,mokC,16972,36500,1.0
m1,mokC,16972,37000,1.0
m1,mokC,16972,37500,1.0
m1,mokC,16972,38000,1.0
m1,mokC,16972,38500,1.0
m1,mokC,16972,39000,1.0
m1,mokC,16972,39500,1.0
m1,mokC,16972,40000,1.0
m1,mokC,16972,40500,1.0
m1,mokC,16972,41000,1.0
m1,mokC,16972,41500,1.0
m1,mokC,16972,42000,1.0
m1,mokC,16972,42500,1.0
m1,mokC,16972,43000,1.0
m1,mokC,16972,43500,1.0
m1,mokC,16972,44000,1.0
m1,mokC,16972,44500,1.0
m1,mokC,16972,45000,1.0
m1,mokC,16972,45500,1.0
m1,mokC,16972,46000,1.0
m1,mokC,16972,46500,0.991
m1,mokC,16972,47000,1.0
m1,mokC,16972,47500,1.0
m1,mokC,16972,48000,1.0
m1,mokC,16972,48500,1.0
m1,mokC,16972,49000,1.0
m1,mokC,16972,49500,1.0
m1,mokC,16972,50000,1.0
m1,mokC,16972,50500,1.0
m1,mokC,16972,51000,1.0
m1,mokC,16972,51500,1.0
m1,mokC,16972,52000,1.0
m1,mokC,16972,52500,1.0
m1,mokC,16972,53000,1.0
m1,mokC,16972,53500,1.0
m1,mokC,16972,54000,1.0
m1,mokC,16972,54500,1.0
m1,mokC,16972,55000,1.0
m1,mokC,16972,55500,1.0
m1,mokC,16972,56000,1.0
m1,mokC,16972,56500,1.0
m1,mokC,16972,57000,1.0
m1,mokC,16972,57500,1.0
m1,mokC,16972,58000,1.0
m1,mokC,16972,58500,1.0
m1,mokC,16972,59000,1.0
m1,mokC,16972,59500,1.0
m1,mokC,16972,60000,1.0
m1,mokC,16972,60500,1.0
m1,thrA,1615,0,0.0
m1,thrA,1615,500,0.0
m1,thrA,1615,1000,0.0
m1,thrA,1615,1500,0.0
m1,thrA,1615,2000,0.0
m1,thrA,1615,2500,0.0
m1,thrA,1615,3000,0.0
m1,thrA,1615,3500,0.0
m1,thrA,1615,4000,0.0
m1,thrA,1615,4500,0.0
m1,thrA,1615,5000,0.0
m1,thrA,1615,5500,0.0
m1,thrA,1615,6000,0.0
m1,thrA,1615,6500,0.0
m1,thrA,1615,7000,0.0
m1,thrA,1615,7500,0.0
m1,thrA,1615,8000,0.0
m1,thrA,1615,8500,0.0
m1,thrA,1615,9000,0.0
m1,thrA,1615,9500,0.0
m1,thrA,1615,10000,0.0
m1,thrA,1615,10500,0.0
m1,thrA,1615,11000,0.0
m1,thrA,1615,11500,0.0
m1,thrA,1615,12000,0.0
m1,thrA,1615,12500,0.0
m1,thrA,1615,13000,0.0
m1,thrA,1615,13500,0.0
m1,thrA,1615,14000,0.0
m1,thrA,1615,14500,0.0
m1,thrA,1615,15000,0.0
m1,thrA,1615,16000,0.0
m1,thrA,1615,16500,0.0
m1,thrA,1615,17000,0.0
m1,thrA,1615,17500,0.0
m1,thrA,1615,18000,0.0
m1,thrA,1615,18500,0.0
m1,thrA,1615,19000,0.0
m1,thrA,1615,19500,0.0
m1,thrA,1615,20000,0.0
m1,thrA,1615,20500,0.0
m1,thrA,1615,21000,0.0
m1,thrA,1615,21500,0.0
m1,thrA,1615,22000,0.0
m1,thrA,1615,22500,0.0
m1,thrA,1615,23000,0.0
m1,thrA,1615,23500,0.0
m1,thrA,1615,24000,0.0
m1,thrA,1615,24500,0.0
m1,thrA,1615,25000,0.0
m1,thrA,1615,25500,0.0
m1,thrA,1615,26000,0.027
m1,thrA,1615,26500,0.161
m1,thrA,1615,27000,0.316
m1,thrA,1615,27500,0.952
m1,thrA,1615,28000,0.925
m1,thrA,1615,28500,0.984
m1,thrA,1615,29000,1.0
m1,thrA,1615,29500,1.0
m1,thrA,1615,30000,1.0
m1,thrA,1615,30500,1.0
m1,thrA,1615,31000,1.0
m1,thrA,1615,31500,1.0
m1,thrA,1615,32000,1.0
m1,thrA,1615,32500,1.0
m1,thrA,1615,33000,1.0
m1,thrA,1615,33500,1.0
m1,thrA,1615,34000,1.0
m1,thrA,1615,34500,1.0
m1,thrA,1615,35000,1.0
m1,thrA,1615,35500,1.0
m1,thrA,1615,36000,1.0
m1,thrA,1615,36500,1.0
m1,thrA,1615,37000,0.988
m1,thrA,1615,37500,1.0
m1,thrA,1615,38000,1.0
m1,thrA,1615,38500,1.0
m1,thrA,1615,39000,1.0
m1,thrA,1615,39500,1.0
m1,thrA,1615,40000,1.0
m1,thrA,1615,40500,1.0
m1,thrA,1615,41000,1.0
m1,thrA,1615,41500,1.0
m1,thrA,1615,42000,1.0
m1,thrA,1615,42500,1.0
m1,thrA,1615,43000,1.0
m1,thrA,1615,43500,1.0
m1,thrA,1615,44000,1.0
m1,thrA,1615,44500,1.0
m1,thrA,1615,45000,1.0
m1,thrA,1615,45500,1.0
m1,thrA,1615,46000,1.0
m1,thrA,1615,46500,1.0
m1,thrA,1615,47000,1.0
m1,thrA,1615,47500,1.0
m1,thrA,1615,48000,1.0
m1,thrA,1615,48500,1.0
m1,thrA,1615,49000,1.0
m1,thrA,1615,49500,1.0
m1,thrA,1615,50000,1.0
m1,thrA,1615,50500,1.0
m1,thrA,1615,51000,1.0
m1,thrA,1615,51500,1.0
m1,thrA,1615,52000,1.0
m1,thrA,1615,52500,1.0
m1,thrA,1615,53000,0.99
m1,thrA,1615,53500,1.0
m1,thrA,1615,54000,1.0
m1,thrA,1615,54500,1.0
m1,thrA,1615,55000,0.98
m1,thrA,1615,55500,1.0
m1,thrA,1615,56000,1.0
m1,thrA,1615,56500,1.0
m1,thrA,1615,57000,1.0
m1,thrA,1615,57500,1.0
m1,thrA,1615,58000,1.0
m1,thrA,1615,58500,1.0
m1,thrA,1615,59000,1.0
m1,thrA,1615,59500,1.0
m1,thrA,1615,60000,1.0
m1,thrA,1615,60500,1.0
m1,rihC,31535,0,0.0
m1,rihC,31535,500,0.0
m1,rihC,31535,1000,0.0
m1,rihC,31535,1500,0.0
m1,rihC,31535,2000,0.0
m1,rihC,31535,2500,0.0
m1,rihC,31535,3000,0.0
m1,rihC,31535,4000,0.0
m1,rihC,31535,4500,0.0
m1,rihC,31535,5000,0.0
m1,rihC,31535,5500,0.0
m1,rihC,31535,6000,0.0
m1,rihC,31535,6500,0.0
m1,rihC,31535,7000,0.0
m1,rihC,31535,7500,0.0
m1,rihC,31535,8000,0.0
m1,rihC,31535,8500,0.0
m1,rihC,31535,9000,0.0
m1,rihC,31535,9500,0.0
m1,rihC,31535,10000,0.0
m1,rihC,31535,10500,0.0
m1,rihC,31535,11000,0.0
m1,rihC,31535,11500,0.0
m1,rihC,31535,12000,0.0
m1,rihC,31535,12500,0.0
m1,rihC,31535,13000,0.0
m1,rihC,31535,13500,0.0
m1,rihC,31535,14000,0.0
m1,rihC,31535,14500,0.0
m1,rihC,31535,15000,0.0
m1,rihC,31535,16000,0.0
m1,rihC,31535,16500,0.0
m1,rihC,31535,17000,0.0
m1,rihC,31535,17500,0.0
m1,rihC,31535,18000,0.0
m1,rihC,31535,18500,0.0
m1,rihC,31535,19000,0.0
m1,rihC,31535,19500,0.0
m1,rihC,31535,20000,0.0
m1,rihC,31535,20500,0.0
m1,rihC,31535,21000,0.0
m1,rihC,31535,21500,0.0
m1,rihC,31535,22000,0.0
m1,rihC,31535,22500,0.0
m1,rihC,31535,23000,0.0
m1,rihC,31535,23500,0.0
m1,rihC,31535,24000,0.0
m1,rihC,31535,24500,0.0
m1,rihC,31535,25000,0.0
m1,rihC,31535,25500,0.0
m1,rihC,31535,26000,0.0
m1,rihC,31535,26500,0.0
m1,rihC,31535,27000,0.0
m1,rihC,31535,27500,0.0
m1,rihC,31535,28000,0.037
m1,rihC,31535,28500,0.0
m1,rihC,31535,29000,0.073
m1,rihC,31535,29500,0.0
m1,rihC,31535,30000,0.022
m1,rihC,31535,30500,0.148
m1,rihC,31535,31000,0.271
m1,rihC,31535,31500,0.06
m1,rihC,31535,32000,0.102
m1,rihC,31535,32500,0.154
m1,rihC,31535,33000,0.243
m1,rihC,31535,33500,0.031
m1,rihC,31535,34000,0.31
m1,rihC,31535,34500,0.135
m1,rihC,31535,35000,0.633
m1,rihC,31535,35500,0.366
m1,rihC,31535,36000,0.595
m1,rihC,31535,36500,0.75
m1,rihC,31535,37000,0.674
m1,rihC,31535,37500,0.778
m1,rihC,31535,38000,1.0
m1,rihC,31535,38500,0.684
m1,rihC,31535,39000,0.72
m1,rihC,31535,39500,1.0
m1,rihC,31535,40000,0.727
m1,rihC,31535,40500,0.421
m1,rihC,31535,41000,0.85
m1,rihC,31535,41500,0.65
m1,rihC,31535,42000,0.849
m1,rihC,31535,42500,0.636
m1,rihC,31535,43000,0.382
m1,rihC,31535,43500,0.704
m1,rihC,31535,44000,0.947
m1,rihC,31535,44500,1.0
m1,rihC,31535,45000,0.909
m1,rihC,31535,45500,0.279
m1,rihC,31535,46000,0.558
m1,rihC,31535,46500,0.429
m1,rihC,31535,47000,0.447
m1,rihC,31535,47500,0.608
m1,rihC,31535,48000,0.556
m1,rihC,31535,48500,0.75
m1,rihC,31535,49000,0.791
m1,rihC,31535,49500,0.697
m1,rihC,31535,50000,0.455
m1,rihC,31535,50500,0.778
m1,rihC,31535,51000,0.645
m1,rihC,31535,51500,0.569
m1,rihC,31535,52000,0.667
m1,rihC,31535,52500,0.491
m1,rihC,31535,53000,0.733
m1,rihC,31535,53500,0.807
m1,rihC,31535,54000,0.649
m1,rihC,31535,54500,0.72
m1,rihC,31535,55000,0.651
m1,rihC,31535,55500,0.744
m1,rihC,31535,56000,0.674
m1,rihC,31535,56500,0.725
m1,rihC,31535,57000,0.45
m1,rihC,31535,57500,0.358
m1,rihC,31535,58000,0.34
m1,rihC,31535,58500,0.64
m1,rihC,31535,59000,0.348
m1,rihC,31535,59500,0.625
m1,rihC,31535,60000,0.333
m1,rihC,31535,60500,0.64
m1,caiD,39986,0,0.0
m1,caiD,39986,500,0.0
m1,caiD,39986,1000,0.0
m1,caiD,39986,1500,0.0
m1,caiD,39986,2000,0.0
m1,caiD,39986,2500,0.0
m1,caiD,39986,3000,0.0
m1,caiD,39986,3500,0.0
m1,caiD,39986,4000,0.0
m1,caiD,39986,4500,0.0
m1,caiD,39986,5000,0.0
m1,caiD,39986,5500,0.0
m1,caiD,39986,6000,0.0
m1,caiD,39986,6500,0.0
m1,caiD,39986,7000,0.0
m1,caiD,39986,7500,0.0
m1,caiD,39986,8000,0.0
m1,caiD,39986,8500,0.0
m1,caiD,39986,9000,0.0
m1,caiD,39986,9500,0.0
m1,caiD,39986,10000,0.0
m1,caiD,39986,10500,0.0
m1,caiD,39986,11000,0.0
m1,caiD,39986,11500,0.0
m1,caiD,39986,12000,0.0
m1,caiD,39986,12500,0.0
m1,caiD,39986,13000,0.0
m1,caiD,39986,13500,0.0
m1,caiD,39986,14000,0.0
m1,caiD,39986,14500,0.0
m1,caiD,39986,15000,0.0
m1,caiD,39986,16000,0.0
m1,caiD,39986,16500,0.0
m1,caiD,39986,17000,0.0
m1,caiD,39986,17500,0.0
m1,caiD,39986,18000,0.0
m1,caiD,39986,18500,0.0
m1,caiD,39986,19000,0.0
m1,caiD,39986,19500,0.0
m1,caiD,39986,20000,0.0
m1,caiD,39986,20500,0.0
m1,caiD,39986,21000,0.0
m1,caiD,39986,21500,0.0
m1,caiD,39986,22000,0.0
m1,caiD,39986,22500,0.0
m1,caiD,39986,23000,0.0
m1,caiD,39986,23500,0.0
m1,caiD,39986,24000,0.0
m1,caiD,39986,24500,0.0
m1,caiD,39986,25000,0.0
m1,caiD,39986,25500,0.0
m1,caiD,39986,26000,0.0
m1,caiD,39986,26500,0.0
m1,caiD,39986,27000,0.0
m1,caiD,39986,27500,0.0
m1,caiD,39986,28000,0.0
m1,caiD,39986,28500,0.029
m1,caiD,39986,29000,0.057
m1,caiD,39986,29500,0.035
m1,caiD,39986,30000,0.0
m1,caiD,39986,30500,0.059
m1,caiD,39986,31000,0.094
m1,caiD,39986,31500,0.0
m1,caiD,39986,32000,0.0
m1,caiD,39986,32500,0.184
m1,caiD,39986,33000,0.312
m1,caiD,39986,33500,0.023
m1,caiD,39986,34000,0.25
m1,caiD,39986,34500,0.059
m1,caiD,39986,35000,0.463
m1,caiD,39986,35500,0.268
m1,caiD,39986,36000,0.568
m1,caiD,39986,36500,0.841
m1,caiD,39986,37000,0.775
m1,caiD,39986,37500,0.848
m1,caiD,39986,38000,1.0
m1,caiD,39986,38500,0.6
m1,caiD,39986,39000,0.694
m1,caiD,39986,39500,0.875
m1,caiD,39986,40000,0.562
m1,caiD,39986,40500,0.533
m1,caiD,39986,41000,0.71
m1,caiD,39986,41500,0.682
m1,caiD,39986,42000,0.82
m1,caiD,39986,42500,0.556
m1,caiD,39986,43000,0.577
m1,caiD,39986,43500,0.756
m1,caiD,39986,44000,0.938
m1,caiD,39986,44500,0.677
m1,caiD,39986,45000,0.704
m1,caiD,39986,45500,0.318
m1,caiD,39986,46000,0.707
m1,caiD,39986,46500,0.364
m1,caiD,39986,47000,0.533
m1,caiD,39986,47500,0.741
m1,caiD,39986,48000,0.651
m1,caiD,39986,48500,0.82
m1,caiD,39986,49000,0.821
m1,caiD,39986,49500,0.73
m1,caiD,39986,50000,0.593
m1,caiD,39986,50500,0.774
m1,caiD,39986,51000,0.81
m1,caiD,39986,51500,0.641
m1,caiD,39986,52000,0.4
m1,caiD,39986,52500,0.603
m1,caiD,39986,53000,0.684
m1,caiD,39986,53500,0.787
m1,caiD,39986,54000,0.605
m1,caiD,39986,54500,0.69
m1,caiD,39986,55000,0.634
m1,caiD,39986,55500,0.712
m1,caiD,39986,56000,0.639
m1,caiD,39986,56500,0.734
m1,caiD,39986,57000,0.417
m1,caiD,39986,57500,0.532
m1,caiD,39986,58000,0.375
m1,caiD,39986,58500,0.487
m1,caiD,39986,59000,0.467
m1,caiD,39986,59500,0.5
m1,caiD,39986,60000,0.36
m1,caiD,39986,60500,0.578
m1,intergenic,46353,0,0.0
m1,intergenic,46353,500,0.0
m1,intergenic,46353,1000,0.0
m1,intergenic,46353,1500,0.0
m1,intergenic,46353,2000,0.0
m1,intergenic,46353,2500,0.0
m1,intergenic,46353,3000,0.0
m1,intergenic,46353,3500,0.0
m1,intergenic,46353,4000,0.0
m1,intergenic,46353,4500,0.0
m1,intergenic,46353,5000,0.0
m1,intergenic,46353,5500,0.0
m1,intergenic,46353,6000,0.0
m1,intergenic,46353,6500,0.0
m1,intergenic,46353,7000,0.0
m1,intergenic,46353,7500,0.0
m1,intergenic,46353,8000,0.0
m1,intergenic,46353,8500,0.0
m1,intergenic,46353,9000,0.0
m1,intergenic,46353,9500,0.0
m1,intergenic,46353,10000,0.0
m1,intergenic,46353,10500,0.0
m1,intergenic,46353,11000,0.0
m1,intergenic,46353,11500,0.0
m1,intergenic,46353,12000,0.0
m1,intergenic,46353,12500,0.0
m1,intergenic,46353,13000,0.0
m1,intergenic,46353,13500,0.0
m1,intergenic,46353,14000,0.0
m1,intergenic,46353,14500,0.0
m1,intergenic,46353,15000,0.0
m1,intergenic,46353,16000,0.0
m1,intergenic,46353,16500,0.0
m1,intergenic,46353,17000,0.0
m1,intergenic,46353,17500,0.0
m1,intergenic,46353,18000,0.0
m1,intergenic,46353,18500,0.0
m1,intergenic,46353,19000,0.0
m1,intergenic,46353,19500,0.0
m1,intergenic,46353,20000,0.0
m1,intergenic,46353,20500,0.0
m1,intergenic,46353,21000,0.0
m1,intergenic,46353,21500,0.0
m1,intergenic,46353,22000,0.018
m1,intergenic,46353,22500,0.0
m1,intergenic,46353,23000,0.0
m1,intergenic,46353,23500,0.0
m1,intergenic,46353,24000,0.0
m1,intergenic,46353,24500,0.0
m1,intergenic,46353,25000,0.0
m1,intergenic,46353,25500,0.0
m1,intergenic,46353,26000,0.011
m1,intergenic,46353,26500,0.111
m1,intergenic,46353,27000,0.237
m1,intergenic,46353,27500,0.892
m1,intergenic,46353,28000,0.944
m1,intergenic,46353,28500,1.0
m1,intergenic,46353,29000,1.0
m1,intergenic,46353,29500,0.979
m1,intergenic,46353,30000,1.0
m1,intergenic,46353,30500,1.0
m1,intergenic,46353,31000,1.0
m1,intergenic,46353,31500,1.0
m1,intergenic,46353,32000,1.0
m1,intergenic,46353,32500,1.0
m1,intergenic,46353,33000,1.0
m1,intergenic,46353,33500,0.981
m1,intergenic,46353,34000,1.0
m1,intergenic,46353,34500,1.0
m1,intergenic,46353,35000,1.0
m1,intergenic,46353,35500,1.0
m1,intergenic,46353,36000,1.0
m1,intergenic,46353,36500,1.0
m1,intergenic,46353,37000,0.985
m1,intergenic,46353,37500,1.0
m1,intergenic,46353,38000,1.0
m1,intergenic,46353,38500,1.0
m1,intergenic,46353,39000,1.0
m1,intergenic,46353,39500,1.0
m1,intergenic,46353,40000,1.0
m1,intergenic,46353,40500,1.0
m1,intergenic,46353,41000,0.979
m1,intergenic,46353,41500,1.0
m1,intergenic,46353,42000,1.0
m1,intergenic,46353,42500,1.0
m1,intergenic,46353,43000,1.0
m1,intergenic,46353,43500,1.0
m1,intergenic,46353,44000,1.0
m1,intergenic,46353,44500,1.0
m1,intergenic,46353,45000,1.0
m1,intergenic,46353,45500,1.0
m1,intergenic,46353,46000,1.0
m1,intergenic,46353,46500,1.0
m1,intergenic,46353,47000,1.0
m1,intergenic,46353,47500,1.0
m1,intergenic,46353,48000,1.0
m1,intergenic,46353,48500,1.0
m1,intergenic,46353,49000,1.0
m1,intergenic,46353,49500,1.0
m1,intergenic,46353,50000,1.0
m1,intergenic,46353,50500,1.0
m1,intergenic,46353,51000,1.0
m1,intergenic,46353,51500,1.0
m1,intergenic,46353,52000,1.0
m1,intergenic,46353,52500,1.0
m1,intergenic,46353,53000,1.0
m1,intergenic,46353,53500,1.0
m1,intergenic,46353,54000,0.979
m1,intergenic,46353,54500,1.0
m1,intergenic,46353,55000,0.978
m1,intergenic,46353,55500,1.0
m1,intergenic,46353,56000,1.0
m1,intergenic,46353,56500,1.0
m1,intergenic,46353,57000,1.0
m1,intergenic,46353,57500,0.983
m1,intergenic,46353,58000,0.962
m1,intergenic,46353,58500,1.0
m1,intergenic,46353,59000,1.0
m1,intergenic,46353,59500,0.985
m1,intergenic,46353,60000,0.983
m1,intergenic,46353,60500,1.0
m1,apaG,55552,0,0.0
m1,apaG,55552,500,0.0
m1,apaG,55552,1000,0.0
m1,apaG,55552,1500,0.0
m1,apaG,55552,2000,0.0
m1,apaG,55552,2500,0.0
m1,apaG,55552,3000,0.0
m1,apaG,55552,3500,0.0
m1,apaG,55552,4000,0.0
m1,apaG,55552,4500,0.0
m1,apaG,55552,5000,0.0
m1,apaG,55552,5500,0.0
m1,apaG,55552,6000,0.0
m1,apaG,55552,6500,0.0
m1,apaG,55552,7000,0.0
m1,apaG,55552,7500,0.0
m1,apaG,55552,8000,0.0
m1,apaG,55552,8500,0.0
m1,apaG,55552,9000,0.0
m1,apaG,55552,9500,0.0
m1,apaG,55552,10000,0.0
m1,apaG,55552,10500,0.0
m1,apaG,55552,11000,0.0
m1,apaG,55552,11500,0.0
m1,apaG,55552,12000,0.0
m1,apaG,55552,12500,0.0
m1,apaG,55552,13000,0.0
m1,apaG,55552,13500,0.0
m1,apaG,55552,14000,0.0
m1,apaG,55552,14500,0.0
m1,apaG,55552,15000,0.0
m1,apaG,55552,16000,0.0
m1,apaG,55552,16500,0.0
m1,apaG,55552,17000,0.0
m1,apaG,55552,17500,0.0
m1,apaG,55552,18000,0.0
m1,apaG,55552,18500,0.0
m1,apaG,55552,19000,0.0
m1,apaG,55552,19500,0.0
m1,apaG,55552,20000,0.0
m1,apaG,55552,20500,0.0
m1,apaG,55552,21000,0.0
m1,apaG,55552,21500,0.0
m1,apaG,55552,22000,0.0
m1,apaG,55552,22500,0.0
m1,apaG,55552,23000,0.0
m1,apaG,55552,23500,0.0
m1,apaG,55552,24000,0.0
m1,apaG,55552,24500,0.0
m1,apaG,55552,25000,0.0
m1,apaG,55552,25500,0.0
m1,apaG,55552,26000,0.0
m1,apaG,55552,26500,0.0
m1,apaG,55552,27000,0.0
m1,apaG,55552,27500,0.0
m1,apaG,55552,28000,0.0
m1,apaG,55552,28500,0.0
m1,apaG,55552,29000,0.0
m1,apaG,55552,29500,0.013
m1,apaG,55552,30000,0.0
m1,apaG,55552,30500,0.061
m1,apaG,55552,31000,0.089
m1,apaG,55552,31500,0.141
m1,apaG,55552,32000,0.028
m1,apaG,55552,32500,0.135
m1,apaG,55552,33000,0.321
m1,apaG,55552,33500,0.044
m1,apaG,55552,34000,0.351
m1,apaG,55552,34500,0.083
m1,apaG,55552,35000,0.593
m1,apaG,55552,35500,0.295
m1,apaG,55552,36000,0.614
m1,apaG,55552,36500,0.667
m1,apaG,55552,37000,0.774
m1,apaG,55552,37500,0.849
m1,apaG,55552,38000,1.0
m1,apaG,55552,38500,0.846
m1,apaG,55552,39000,0.514
m1,apaG,55552,39500,1.0
m1,apaG,55552,40000,0.955
m1,apaG,55552,40500,0.574
m1,apaG,55552,41000,0.878
m1,apaG,55552,41500,0.885
m1,apaG,55552,42000,0.688
m1,apaG,55552,42500,0.681
m1,apaG,55552,43000,0.463
m1,apaG,55552,43500,0.85
m1,apaG,55552,44000,0.938
m1,apaG,55552,44500,0.891
m1,apaG,55552,45000,0.75
m1,apaG,55552,45500,0.391
m1,apaG,55552,46000,0.542
m1,apaG,55552,46500,0.333
m1,apaG,55552,47000,0.552
m1,apaG,55552,47500,0.66
m1,apaG,55552,48000,0.447
m1,apaG,55552,48500,0.705
m1,apaG,55552,49000,0.792
m1,apaG,55552,49500,0.874
m1,apaG,55552,50000,0.527
m1,apaG,55552,50500,0.709
m1,apaG,55552,51000,0.492
m1,apaG,55552,51500,0.611
m1,apaG,55552,52000,0.486
m1,apaG,55552,52500,0.582
m1,apaG,55552,53000,0.6
m1,apaG,55552,53500,0.681
m1,apaG,55552,54000,0.661
m1,apaG,55552,54500,0.672
m1,apaG,55552,55000,0.75
m1,apaG,55552,55500,0.645
m1,apaG,55552,56000,0.649
m1,apaG,55552,56500,0.693
m1,apaG,55552,57000,0.628
m1,apaG,55552,57500,0.379
m1,apaG,55552,58000,0.213
m1,apaG,55552,58500,0.438
m1,apaG,55552,59000,0.493
m1,apaG,55552,59500,0.442
m1,apaG,55552,60000,0.358
m1,apaG,55552,60500,0.663
m1,surA,58701,0,0.0
m1,surA,58701,500,0.0
m1,surA,58701,1000,0.0
m1,surA,58701,1500,0.0
m1,surA,58701,2000,0.0
m1,surA,58701,2500,0.0
m1,surA,58701,3000,0.0
m1,surA,58701,3500,0.0
m1,surA,58701,4000,0.0
m1,surA,58701,4500,0.0
m1,surA,58701,5000,0.0
m1,surA,58701,5500,0.0
m1,surA,58701,6000,0.0
m1,surA,58701,6500,0.0
m1,surA,58701,7000,0.0
m1,surA,58701,7500,0.0
m1,surA,58701,8000,0.0
m1,surA,58701,8500,0.0
m1,surA,58701,9000,0.0
m1,surA,58701,9500,0.0
m1,surA,58701,10000,0.0
m1,surA,58701,10500,0.0
m1,surA,58701,11000,0.0
m1,surA,58701,11500,0.0
m1,surA,58701,12000,0.0
m1,surA,58701,12500,0.0
m1,surA,58701,13000,0.0
m1,surA,58701,13500,0.0
m1,surA,58701,14000,0.0
m1,surA,58701,14500,0.0
m1,surA,58701,15000,0.0
m1,surA,58701,16000,0.0
m1,surA,58701,16500,0.0
m1,surA,58701,17000,0.0
m1,surA,58701,17500,0.0
m1,surA,58701,18000,0.0
m1,surA,58701,18500,0.0
m1,surA,58701,19000,0.0
m1,surA,58701,19500,0.0
m1,surA,58701,20000,0.0
m1,surA,58701,20500,0.0
m1,surA,58701,21000,0.0
m1,surA,58701,21500,0.0
m1,surA,58701,22000,0.0
m1,surA,58701,22500,0.0
m1,surA,58701,23000,0.0
m1,surA,58701,23500,0.0
m1,surA,58701,24000,0.0
m1,surA,58701,24500,0.0
m1,surA,58701,25000,0.0
m1,surA,58701,25500,0.0
m1,surA,58701,26000,0.0
m1,surA,58701,26500,0.0
m1,surA,58701,27000,0.0
m1,surA,58701,27500,0.0
m1,surA,58701,28000,0.0
m1,surA,58701,28500,0.0
m1,surA,58701,29000,0.0
m1,surA,58701,29500,0.0
m1,surA,58701,30000,0.0
m1,surA,58701,30500,0.0
m1,surA,58701,31000,0.0
m1,surA,58701,31500,0.0
m1,surA,58701,32000,0.0
m1,surA,58701,32500,0.0
m1,surA,58701,33000,0.0
m1,surA,58701,33500,0.0
m1,surA,58701,34000,0.0
m1,surA,58701,34500,0.0
m1,surA,58701,35000,0.0
m1,surA,58701,35500,0.0
m1,surA,58701,36000,0.007
m1,surA,58701,36500,0.0
m1,surA,58701,37000,0.0
m1,surA,58701,37500,0.0
m1,surA,58701,38000,0.0
m1,surA,58701,38500,0.0
m1,surA,58701,39000,0.0
m1,surA,58701,39500,0.0
m1,surA,58701,40000,0.0
m1,surA,58701,40500,0.0
m1,surA,58701,41000,0.074
m1,surA,58701,41500,0.0
m1,surA,58701,42000,0.378
m1,surA,58701,42500,0.341
m1,surA,58701,43000,0.095
m1,surA,58701,43500,0.081
m1,surA,58701,44000,0.943
m1,surA,58701,44500,1.0
m1,surA,58701,45000,0.643
m1,surA,58701,45500,0.438
m1,surA,58701,46000,0.661
m1,surA,58701,46500,0.372
m1,surA,58701,47000,0.452
m1,surA,58701,47500,0.5
m1,surA,58701,48000,0.565
